Gene type	Gene name
processed_pseudogene	FGFR1OP2P1
processed_pseudogene	KATNBL1P1
snRNA	RNU6-787P
misc_RNA	RN7SL482P
protein_coding	TSC22D1
processed_pseudogene	
lncRNA	LINC01355
lncRNA	
protein_coding	HNRNPR
protein_coding	TUBB
unprocessed_pseudogene	HLA-T
protein_coding	TNF
processed_pseudogene	NPM1P22
lncRNA	C4A-AS1
processed_pseudogene	NIPA2P5
processed_pseudogene	PWWP2AP1
processed_pseudogene	RPL31P53
protein_coding	VARS1
processed_pseudogene	RPL18AP17
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	SPATA2P1
processed_pseudogene	HSPD1P8
lncRNA	
processed_pseudogene	RPL21P111
processed_pseudogene	MTCL1P1
protein_coding	FREM2
protein_coding	NELFE
lncRNA	LINC02569
protein_coding	SAPCD1
protein_coding	HSPA1L
protein_coding	OR2J2
protein_coding	STK19
protein_coding	POU5F1
processed_pseudogene	RPL21P109
lncRNA	LINC00331
transcribed_unprocessed_pseudogene	OR7E104P
processed_pseudogene	TRIM60P19
processed_pseudogene	CTAGE11P
transcribed_processed_pseudogene	
protein_coding	CSNK2B
protein_coding	PRR20B
processed_pseudogene	HNRNPA1P18
lncRNA	OBI1-AS1
lncRNA	LINC01515
protein_coding	SLC44A4
TEC	
protein_coding	TBC1D4
processed_pseudogene	PAIP1P1
protein_coding	SLC39A7
protein_coding	ZNF436
lncRNA	ZNF436-AS1
processed_pseudogene	HNRNPA1P2
protein_coding	CFB
misc_RNA	Y_RNA
lncRNA	
protein_coding	TCEA3
unprocessed_pseudogene	TRIM26BP
lncRNA	
protein_coding	HLA-F
processed_pseudogene	VDAC1P12
unprocessed_pseudogene	
processed_pseudogene	RPL21P108
processed_pseudogene	RPS3AP52
processed_pseudogene	CTAGE16P
processed_pseudogene	RAC1P8
processed_pseudogene	UBBP5
lncRNA	
processed_pseudogene	
lncRNA	LINC00333
protein_coding	PRR20D
lncRNA	
protein_coding	ABCF1
protein_coding	AGPAT1
processed_pseudogene	
protein_coding	SPRY2
protein_coding	PRR20E
processed_pseudogene	PTPN2P2
processed_pseudogene	
protein_coding	UFM1
protein_coding	ASAP3
protein_coding	COLEC12
protein_coding	NOTCH4
lncRNA	TWSG1-DT
lncRNA	LINC01892
lncRNA	ARHGAP28-AS1
lncRNA	
lncRNA	
processed_pseudogene	PPP1R2P10
lncRNA	LINC00376
lncRNA	LINC01928
processed_pseudogene	
lncRNA	LINC02339
processed_pseudogene	SLC25A3P3
unprocessed_pseudogene	OR7E33P
lncRNA	
lncRNA	
lncRNA	LINC00355
protein_coding	TRIM26
lncRNA	
processed_pseudogene	MTND4P1
processed_pseudogene	MTCO2P3
TEC	
lncRNA	
protein_coding	DACH1
lncRNA	LINC00526
processed_pseudogene	PPIAP14
lncRNA	
unprocessed_pseudogene	HLA-DRB9
lncRNA	
protein_coding	CHMP1B
protein_coding	AIF1
lncRNA	
protein_coding	IMPA2
lncRNA	CPEB2-DT
protein_coding	OR12D2
processed_pseudogene	RPL15P4
processed_pseudogene	RPL7AP7
protein_coding	RNF5
protein_coding	HLA-DQB2
unprocessed_pseudogene	GTF2IP3
TEC	
unprocessed_pseudogene	OR7E111P
lncRNA	
processed_pseudogene	UBQLN1P1
lncRNA	LINC00561
processed_pseudogene	PPIAP23
protein_coding	HLA-DMA
lncRNA	LINC02333
protein_coding	LY6G5B
protein_coding	KLF5
unprocessed_pseudogene	OR12D1
protein_coding	HLA-DQA1
protein_coding	RPS18
protein_coding	TRIM15
transcribed_unprocessed_pseudogene	MICE
protein_coding	GNL1
protein_coding	E2F2
protein_coding	DLGAP1
unprocessed_pseudogene	
lncRNA	
lncRNA	RBM26-AS1
protein_coding	ID3
protein_coding	SLC44A4
unprocessed_pseudogene	HLA-DRB8
unprocessed_pseudogene	
lncRNA	
lncRNA	
protein_coding	MSH5
processed_pseudogene	RPL31P54
protein_coding	CBY2
protein_coding	HLA-DQA1
lncRNA	
lncRNA	LINC00408
protein_coding	OR2J2
protein_coding	VARS1
processed_pseudogene	UBE2D3P4
lncRNA	WASF3-AS1
lncRNA	
protein_coding	NRM
lncRNA	DDX39B-AS1
lncRNA	LINC00377
processed_pseudogene	ZNF965P
protein_coding	ZFP57
protein_coding	TGDS
protein_coding	MSH5
processed_pseudogene	POLR2LP1
protein_coding	MUC21
lncRNA	
processed_pseudogene	RPS10P21
processed_pseudogene	BCAS2P3
processed_pseudogene	RABEPKP1
protein_coding	CSN2
protein_coding	OR2H1
protein_coding	FLT1
unprocessed_pseudogene	
protein_coding	C6orf47
protein_coding	HLA-DRA
transcribed_unprocessed_pseudogene	HLA-V
protein_coding	C6orf47
processed_pseudogene	RANP1
protein_coding	LY6G5B
unprocessed_pseudogene	TNXA
protein_coding	POLR1H
protein_coding	STATH
protein_coding	SKIV2L
unprocessed_pseudogene	HLA-DPA2
protein_coding	TRIM31
protein_coding	AGPAT1
protein_coding	BAG6
protein_coding	HTN3
protein_coding	C2
unprocessed_pseudogene	
protein_coding	HYDIN
protein_coding	EGFL8
protein_coding	HTN1
processed_pseudogene	UBQLN1P1
protein_coding	TCF19
transcribed_unitary_pseudogene	CSN1S2AP
unprocessed_pseudogene	DDX39BP1
processed_pseudogene	HTATSF1P1
lncRNA	LINC01623
protein_coding	HLA-DQB1
lncRNA	HCP5
protein_coding	PRR27
protein_coding	BAG6
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	COP1P1
protein_coding	CLIC1
lncRNA	
protein_coding	OR2W1
protein_coding	PSMB8
processed_pseudogene	ASNSP6
protein_coding	RING1
lncRNA	
protein_coding	RAB31
lncRNA	HCG20
lncRNA	C6orf47-AS1
lncRNA	PSORS1C3
lncRNA	PCDH9-AS3
protein_coding	HLA-DQA2
lncRNA	
protein_coding	UBAC2
protein_coding	NFKBIL1
protein_coding	PTPRD
protein_coding	PSMB8
lncRNA	HCG21
processed_pseudogene	
protein_coding	MAS1L
processed_pseudogene	UBE2CP2
protein_coding	RFC3
protein_coding	AGPAT1
lncRNA	LINC00470
protein_coding	TRIM27
processed_pseudogene	TMPOP1
lncRNA	HCG24
protein_coding	B3GALT4
unprocessed_pseudogene	OR2J4P
protein_coding	CDSN
lncRNA	DDR1-DT
lncRNA	HLA-F-AS1
protein_coding	PRRC2A
protein_coding	CDSN
protein_coding	TRIM15
protein_coding	DHX16
lncRNA	
processed_pseudogene	EIF4A2P1
lncRNA	
lncRNA	
lncRNA	
TEC	
processed_pseudogene	ZNF415P1
unprocessed_pseudogene	ANKRD26P2
lncRNA	
lncRNA	
protein_coding	DCT
processed_pseudogene	
processed_pseudogene	COX6CP3
lncRNA	
lncRNA	
lncRNA	
lncRNA	LINC01882
unprocessed_pseudogene	HLA-DPA3
protein_coding	ABCF1
lncRNA	
lncRNA	
lncRNA	
lncRNA	
unprocessed_pseudogene	
lncRNA	CHMP1B-AS1
lncRNA	
lncRNA	LINC01254
lncRNA	
protein_coding	YES1
TEC	
TEC	
processed_pseudogene	CYCSP41
unprocessed_pseudogene	
protein_coding	POU4F1
TEC	
processed_pseudogene	FAM207CP
lncRNA	
unprocessed_pseudogene	OR4K11P
protein_coding	TM9SF2
processed_pseudogene	LONRF2P5
unprocessed_pseudogene	
processed_pseudogene	HNRNPA1P2
pseudogene	
processed_pseudogene	
protein_coding	CALB2
protein_coding	PFDN6
TEC	
lncRNA	
unprocessed_pseudogene	
processed_pseudogene	SOWAHCP2
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	TRIM10
lncRNA	
lncRNA	
processed_pseudogene	RPS4XP18
lncRNA	
TEC	
TEC	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	MAPRE2
lncRNA	
protein_coding	DHX16
protein_coding	SLAIN1
processed_pseudogene	
lncRNA	
processed_pseudogene	SNX18P13
lncRNA	
protein_coding	LY6G6D
protein_coding	OR10C1
processed_pseudogene	CTBP2P10
lncRNA	
protein_coding	DAXX
lncRNA	C21orf91-OT1
processed_pseudogene	RBPMSLP
processed_pseudogene	SREK1IP1P1
unprocessed_pseudogene	CDRT15P8
lncRNA	CH507-42P11.6
lncRNA	C4A-AS1
protein_coding	TRIM31
lncRNA	
lncRNA	MIR548XHG
lncRNA	LINC02136
processed_pseudogene	FDPSP6
processed_pseudogene	RPL39P40
lncRNA	
lncRNA	
processed_pseudogene	NEK4P1
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	GXYLT1P2
processed_pseudogene	PPIAP22
processed_pseudogene	SLC6A6P1
processed_pseudogene	FEM1AP1
protein_coding	
protein_coding	NEU1
protein_coding	HLA-DPB1
protein_coding	ATAD1
unprocessed_pseudogene	
lncRNA	PSMB8-AS1
processed_pseudogene	PPIAP57
lncRNA	
lncRNA	
processed_pseudogene	CTBP2P9
processed_pseudogene	
lncRNA	
lncRNA	LINC01255
processed_pseudogene	PAIP1P1
processed_pseudogene	
unprocessed_pseudogene	MTCO3P1
processed_pseudogene	
protein_coding	APOM
lncRNA	CHODL-AS1
protein_coding	COL11A2
transcribed_unprocessed_pseudogene	
processed_pseudogene	PSMD10P3
lncRNA	D21S2088E
processed_pseudogene	NEK2P2
processed_pseudogene	TOMM40P2
protein_coding	SPATA13
protein_coding	CCT8L2
unprocessed_pseudogene	OR2J1
transcribed_unprocessed_pseudogene	CFL1P1
lncRNA	TSBP1-AS1
lncRNA	
IG_V_pseudogene	IGKV2OR22-3
protein_coding	TUBB
lncRNA	ANKRD62P1-PARP4P3
misc_RNA	RN7SL78P
protein_coding	KLLN
processed_pseudogene	TUBAP1
protein_coding	PTEN
TEC	
processed_pseudogene	ZNF402P
lncRNA	
unprocessed_pseudogene	
protein_coding	TMPRSS15
lncRNA	
processed_pseudogene	FABP5P11
unprocessed_pseudogene	CHEK2P4
processed_pseudogene	RPL11P3
snoRNA	
processed_pseudogene	ACTR3BP7
processed_pseudogene	MED6P1
lncRNA	
unprocessed_pseudogene	
lncRNA	PPP4R1-AS1
IG_V_pseudogene	IGKV1OR22-5
processed_pseudogene	BOD1P2
lncRNA	
unprocessed_pseudogene	ABCD1P4
unprocessed_pseudogene	
protein_coding	ZFP57
protein_coding	PSMG2
unprocessed_pseudogene	SLC25A15P5
unprocessed_pseudogene	PABPC1P9
lncRNA	
transcribed_unprocessed_pseudogene	HSFY1P1
transcribed_unprocessed_pseudogene	
processed_pseudogene	
lncRNA	LINC01665
protein_coding	TMEM191B
protein_coding	HLA-DRB4
protein_coding	ZBTB22
protein_coding	WDR46
unprocessed_pseudogene	MICC
protein_coding	HLA-G
unprocessed_pseudogene	
processed_pseudogene	VN1R7P
unprocessed_pseudogene	
processed_pseudogene	ZNF299P
lncRNA	
processed_pseudogene	BNIP3P2
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	ANKRD62P1
lncRNA	
unprocessed_pseudogene	ZNF72P
processed_pseudogene	GRAMD4P2
unprocessed_pseudogene	MED15P7
protein_coding	RNF39
unprocessed_pseudogene	
unprocessed_pseudogene	NBEAP3
TEC	
processed_pseudogene	
lncRNA	LINC02246
lncRNA	
processed_pseudogene	USP8P1
protein_coding	
protein_coding	HLA-DMB
protein_coding	PI4KA
processed_pseudogene	OLA1P1
processed_pseudogene	SNX19P1
lncRNA	
protein_coding	CYP2D6
protein_coding	
lncRNA	TRIM31-AS1
protein_coding	PPP1R18
protein_coding	DAXX
protein_coding	NFKBIL1
processed_pseudogene	NDUFB11P1
processed_pseudogene	PGAM1P9
lncRNA	
protein_coding	HSD17B8
protein_coding	MC2R
lncRNA	
lncRNA	
lncRNA	
lncRNA	
unprocessed_pseudogene	MCCD1P1
protein_coding	TRIM26
protein_coding	C4B
unprocessed_pseudogene	SLC25A15P4
lncRNA	
processed_pseudogene	GPX1P2
lncRNA	
lncRNA	
lncRNA	
lncRNA	
TEC	
unprocessed_pseudogene	
lncRNA	
protein_coding	KLHL14
protein_coding	CXADR
processed_pseudogene	RPL3P2
processed_pseudogene	PPIAP9
processed_pseudogene	DHFRP2
protein_coding	
snoRNA	
snRNA	U6
misc_RNA	Metazoa_SRP
misc_RNA	
misc_RNA	
lncRNA	
misc_RNA	Y_RNA
misc_RNA	7SK
lncRNA	
snRNA	U6
processed_pseudogene	OGFOD1P1
misc_RNA	Y_RNA
lncRNA	
snRNA	U6
lncRNA	
misc_RNA	
lncRNA	LINC00392
lncRNA	DLGAP1-AS5
snoRNA	SNORD117
snoRNA	SNORD84
rRNA	5S_rRNA
misc_RNA	Y_RNA
snoRNA	SNORA38
protein_coding	NHLRC3
snRNA	U6
snRNA	U1
snRNA	U1
snoRNA	SNORD32B
snRNA	U1
lncRNA	LINC01478
protein_coding	
misc_RNA	Metazoa_SRP
snRNA	U1
snRNA	U1
misc_RNA	Y_RNA
misc_RNA	Y_RNA
processed_pseudogene	
lncRNA	
lncRNA	
polymorphic_pseudogene	CYP2D7
protein_coding	APOM
unprocessed_pseudogene	HLA-DRB9
protein_coding	
lncRNA	
protein_coding	HSD17B8
unprocessed_pseudogene	HLA-DPA2
processed_pseudogene	PAIP1P1
processed_pseudogene	RPS17P1
lncRNA	LINC01543
lncRNA	LINC02338
lncRNA	LINC00557
protein_coding	OLFM4
protein_coding	DDR1
lncRNA	CEP192-DT
lncRNA	
lncRNA	
processed_pseudogene	BNIP3P3
unprocessed_pseudogene	SUSD2P2
lncRNA	
lncRNA	
unprocessed_pseudogene	FRG1GP
processed_pseudogene	
IG_V_gene	IGHV1OR21-1
processed_pseudogene	ARF4P3
processed_pseudogene	LIN28AP2
lncRNA	
lncRNA	
processed_pseudogene	STARP1
processed_pseudogene	HSPD1P7
lncRNA	
processed_pseudogene	CCT5P2
IG_V_pseudogene	IGKV3OR22-2
lncRNA	
processed_pseudogene	PGDP1
transcribed_unprocessed_pseudogene	PSPC1P2
lncRNA	
protein_coding	PRR20A
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	
protein_coding	
processed_pseudogene	RPL13P
protein_coding	POU5F1
lncRNA	FAM247B
processed_pseudogene	ZDHHC20P2
lncRNA	AQP4-AS1
transcribed_unprocessed_pseudogene	BMS1P22
protein_coding	TSBP1
protein_coding	HLA-DPB1
lncRNA	LINC01078
transcribed_unprocessed_pseudogene	KCNMB3P1
lncRNA	
IG_V_pseudogene	IGKV2OR22-4
lncRNA	POTEH-AS1
protein_coding	IPO5
lncRNA	
processed_pseudogene	
transcribed_unprocessed_pseudogene	PARP4P3
lncRNA	LINC01687
processed_pseudogene	GPM6BP3
unprocessed_pseudogene	SLC9B1P4
transcribed_processed_pseudogene	DUXAP8
processed_pseudogene	PPP1R26P2
lncRNA	
processed_pseudogene	
processed_pseudogene	MSANTD2P1
TEC	
lncRNA	FAM230A
processed_pseudogene	C1QBPP1
lncRNA	
lncRNA	
processed_pseudogene	
lncRNA	
lncRNA	
protein_coding	RWDD2B
processed_pseudogene	
protein_coding	NDUFV2
lncRNA	
processed_pseudogene	MTND1P17
unprocessed_pseudogene	NF1P6
processed_pseudogene	
unprocessed_pseudogene	CA15P2
lncRNA	
protein_coding	FAM246A
transcribed_unprocessed_pseudogene	SMPD4P1
protein_coding	CTAGE1
protein_coding	KRTAP19-6
processed_pseudogene	RPL10P1
lncRNA	LINC00317
processed_pseudogene	ATP7BP1
unprocessed_pseudogene	CYP2D8P
lncRNA	
processed_pseudogene	GRAMD4P1
unprocessed_pseudogene	KRTAP19-10P
processed_pseudogene	
lncRNA	
unprocessed_pseudogene	BCRP5
processed_pseudogene	
transcribed_unprocessed_pseudogene	TPTEP1
unprocessed_pseudogene	MICC
lncRNA	
protein_coding	TCF20
transcribed_processed_pseudogene	LINC01667
protein_coding	PPP1R11
lncRNA	
lncRNA	
protein_coding	MAP3K7CL
lncRNA	
protein_coding	MPPE1
unprocessed_pseudogene	BCRP6
protein_coding	GGTLC3
unprocessed_pseudogene	CCDC74BP1
unprocessed_pseudogene	
processed_pseudogene	RPS17P1
lncRNA	
processed_pseudogene	ZDHHC20P2
protein_coding	HLA-DMA
protein_coding	CLTCL1
protein_coding	LY6G6F
lncRNA	LINC02569
lncRNA	LINC01149
lncRNA	LINC02570
protein_coding	AGPAT1
processed_pseudogene	LYPLA2P1
protein_coding	ABHD16A
processed_pseudogene	RPS26P3
lncRNA	MDC1-AS1
lncRNA	ZNRD1ASP
protein_coding	POLR1H
protein_coding	CTIF
protein_coding	MGAT4C
processed_pseudogene	OLA1P1
lncRNA	
lncRNA	
protein_coding	
processed_pseudogene	PTMAP1
protein_coding	GPSM3
TEC	
unprocessed_pseudogene	CYP2D8P
protein_coding	KRTAP20-2
processed_pseudogene	LIPT1P1
miRNA	MIR4743
processed_pseudogene	SNRPFP3
lncRNA	
lncRNA	
TEC	
lncRNA	LINC00161
lncRNA	
protein_coding	RNF5
lncRNA	GRIK1-AS1
unprocessed_pseudogene	HLA-DPA3
protein_coding	TCF20
unprocessed_pseudogene	
processed_pseudogene	
protein_coding	DXO
lncRNA	
IG_V_gene	IGLV3-21
protein_coding	DIAPH3
lncRNA	LINC01697
processed_pseudogene	
lncRNA	
IG_V_pseudogene	IGKV1OR22-1
unprocessed_pseudogene	
protein_coding	FAM246B
lncRNA	PSLNR
lncRNA	
protein_coding	NEU1
TEC	
processed_pseudogene	
protein_coding	RIMBP3
transcribed_processed_pseudogene	
IG_V_pseudogene	IGLV3-2
lncRNA	LINC01689
transcribed_unprocessed_pseudogene	PI4KAP1
processed_pseudogene	PAIP1P1
transcribed_unprocessed_pseudogene	HLA-V
unprocessed_pseudogene	HLA-N
TEC	
transcribed_unprocessed_pseudogene	HLA-DPB2
unprocessed_pseudogene	
protein_coding	KRTAP19-2
lncRNA	
protein_coding	PSMB8
processed_pseudogene	
lncRNA	
lncRNA	
processed_pseudogene	KRT18P2
lncRNA	
transcribed_unprocessed_pseudogene	HLA-L
TEC	
lncRNA	
lncRNA	BACH1-AS1
processed_pseudogene	LYPLA2P1
unprocessed_pseudogene	OR2P1P
lncRNA	
protein_coding	CYP21A2
lncRNA	
protein_coding	URB1
unprocessed_pseudogene	OR2I1P
protein_coding	LY6G6D
unprocessed_pseudogene	STK19B
lncRNA	DDX39B-AS1
protein_coding	LY6G5C
unprocessed_pseudogene	OR2J1
protein_coding	HLA-DRA
protein_coding	CLIC1
unprocessed_pseudogene	IGLL4P
lncRNA	
IG_V_pseudogene	IGLV3-29
protein_coding	MED15
protein_coding	MDC1
processed_pseudogene	RPL15P4
protein_coding	COL11A2
processed_pseudogene	RBMX2P1
TEC	
protein_coding	
protein_coding	KRTAP25-1
processed_pseudogene	SNX18P10
TEC	
protein_coding	KRTAP21-2
unprocessed_pseudogene	KRTAP13-5P
processed_pseudogene	RPSAP68
protein_coding	JAM2
lncRNA	HCG17
protein_coding	HLA-C
protein_coding	OR12D3
unprocessed_pseudogene	
protein_coding	DXO
lncRNA	VAV3-AS1
lncRNA	LINC02785
protein_coding	SLC25A24
lncRNA	
lncRNA	DLGAP1-AS4
protein_coding	DDX39B
lncRNA	
lncRNA	
processed_pseudogene	EEF1A1P1
lncRNA	
protein_coding	CELF4
unprocessed_pseudogene	HLA-Z
lncRNA	LINC01683
protein_coding	HLA-DRB1
lncRNA	
transcribed_processed_pseudogene	PPP1R2P1
lncRNA	
protein_coding	C6orf47
processed_pseudogene	HTATSF1P1
unprocessed_pseudogene	KRTAP21-4P
protein_coding	LY6G6F
lncRNA	
lncRNA	
lncRNA	
protein_coding	LY6G6F-LY6G6D
lncRNA	
protein_coding	USP16
lncRNA	
TEC	
unprocessed_pseudogene	
processed_pseudogene	
protein_coding	COL11A2
processed_pseudogene	PPIAP9
unprocessed_pseudogene	
processed_pseudogene	ST13P21
transcribed_unprocessed_pseudogene	MICE
misc_RNA	Metazoa_SRP
processed_pseudogene	
protein_coding	
snRNA	U6
misc_RNA	
misc_RNA	
misc_RNA	
snoRNA	
snRNA	U6
misc_RNA	Y_RNA
snRNA	U6
misc_RNA	Metazoa_SRP
misc_RNA	Y_RNA
snoRNA	SNORA38
misc_RNA	Y_RNA
misc_RNA	Y_RNA
snRNA	U6
snRNA	U1
misc_RNA	Y_RNA
snoRNA	SNORD117
snRNA	U6
snoRNA	SNORD84
snRNA	U1
snRNA	U1
snRNA	U1
snRNA	U1
misc_RNA	RN7SKP178
processed_pseudogene	PPIAP68
lncRNA	
protein_coding	INO80D
protein_coding	LST1
misc_RNA	Vault
misc_RNA	Y_RNA
processed_pseudogene	RPL27P8
lncRNA	INO80D-AS1
lncRNA	
processed_pseudogene	RPL8P2
lncRNA	
lncRNA	LINC02573
TEC	
protein_coding	NDUFS1
protein_coding	
lncRNA	
protein_coding	DCHS2
protein_coding	SLC16A1
unprocessed_pseudogene	
unprocessed_pseudogene	FRG1FP
lncRNA	
IG_C_gene	IGLC2
lncRNA	LINC01692
IG_V_pseudogene	IGLVI-20
processed_pseudogene	PPP1R26P5
processed_pseudogene	RLIMP1
lncRNA	
transcribed_unprocessed_pseudogene	VWFP1
lncRNA	
processed_pseudogene	CHCHD2P8
processed_pseudogene	SRSF1P1
lncRNA	LINC01052
IG_V_pseudogene	IGLVVI-22-1
IG_V_pseudogene	IGLV2-28
protein_coding	CLDN17
processed_pseudogene	RPS26P47
IG_V_pseudogene	IGLV3-6
unprocessed_pseudogene	
lncRNA	BACH1-IT3
IG_V_gene	IGLV2-8
protein_coding	
processed_pseudogene	BRD7P5
protein_coding	CYYR1
lncRNA	LINC00410
lncRNA	FAM230H
processed_pseudogene	SAR1AP1
protein_coding	PCDH17
protein_coding	GNL1
processed_pseudogene	RPL23P2
processed_pseudogene	BTF3L4P1
lncRNA	
processed_pseudogene	AKR7A2P1
processed_pseudogene	GAPDHP14
protein_coding	KRTAP13-4
pseudogene	
protein_coding	NCR3
lncRNA	LRIG2-DT
protein_coding	MRPS6
lncRNA	LINC01075
processed_pseudogene	SP3P
processed_pseudogene	RPL21P110
protein_coding	MAP4K1
protein_coding	EDNRB
lncRNA	
lncRNA	
IG_V_gene	IGLV3-12
processed_pseudogene	
transcribed_unprocessed_pseudogene	POM121L1P
lncRNA	
unprocessed_pseudogene	COL11A2P1
IG_V_pseudogene	IGLV3-24
lncRNA	DDX39B-AS1
protein_coding	IGLL5
lncRNA	
TEC	
protein_coding	SFTA2
lncRNA	
lncRNA	
lncRNA	
processed_pseudogene	RPL37P3
protein_coding	AKAIN1
processed_pseudogene	THUMPD1P1
lncRNA	
lncRNA	LINC00189
protein_coding	SLC14A2
protein_coding	BTNL2
processed_pseudogene	PPIAP1
lncRNA	
protein_coding	C6orf136
processed_pseudogene	
protein_coding	MMP11
processed_pseudogene	LLPHP2
lncRNA	LINC01673
protein_coding	KRTAP24-1
protein_coding	ATP6V1G2
protein_coding	KRTAP6-2
protein_coding	LTA
processed_pseudogene	RPL12P9
protein_coding	KRTAP20-1
protein_coding	KRTAP21-1
lncRNA	
protein_coding	IER3
protein_coding	KRTAP20-4
lncRNA	LINC01684
protein_coding	MSH5-SAPCD1
protein_coding	OR2B3
lncRNA	HLA-F-AS1
lncRNA	
protein_coding	VWA7
unprocessed_pseudogene	HLA-DRB9
lncRNA	
unprocessed_pseudogene	HLA-W
processed_pseudogene	SLC9A3P2
TEC	
protein_coding	BTNL2
IG_V_gene	IGLV3-25
lncRNA	TRIM31-AS1
protein_coding	RALBP1
IG_V_gene	IGLV3-10
lncRNA	MDC1-AS1
unprocessed_pseudogene	COL11A2P1
lncRNA	
transcribed_unprocessed_pseudogene	HCG22
lncRNA	BACH1-IT1
lncRNA	BACH1-IT2
lncRNA	LINC00440
IG_V_gene	IGLV3-9
protein_coding	OR10C1
processed_pseudogene	RPS12P24
lncRNA	
IG_V_gene	IGLV2-11
TEC	
protein_coding	SLC5A3
lncRNA	LINC01050
lncRNA	RNF185-AS1
unprocessed_pseudogene	MICD
protein_coding	USP12
protein_coding	PSMB8
processed_pseudogene	NCSTNP1
IG_V_pseudogene	IGLV3-7
processed_pseudogene	MTCO1P1
lncRNA	
protein_coding	ABCF1
protein_coding	KRTAP21-3
protein_coding	ZNF280A
protein_coding	CHAF1B
lncRNA	
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	HIGD1AP2
protein_coding	LST1
protein_coding	LMO7
protein_coding	OSBP2
transcribed_processed_pseudogene	WBP11P1
lncRNA	
lncRNA	SERTAD4-AS1
protein_coding	ACAA2
protein_coding	SMURF1
protein_coding	SERTAD4
protein_coding	CCHCR1
lncRNA	LINC01695
processed_pseudogene	
unprocessed_pseudogene	
processed_pseudogene	ST13P19
lncRNA	LINC01425
processed_pseudogene	
lncRNA	
lncRNA	
unprocessed_pseudogene	
protein_coding	HHAT
lncRNA	
protein_coding	PBX2
processed_pseudogene	RPS3AP1
protein_coding	SCAF4
lncRNA	HCG20
protein_coding	NRM
processed_pseudogene	
lncRNA	
lncRNA	MAP4K1-AS1
protein_coding	EIF3K
protein_coding	SS18
protein_coding	KPNA7
lncRNA	LINC02829
protein_coding	OR11A1
protein_coding	ATF6B
lncRNA	
snRNA	RNU5A-8P
lncRNA	
processed_pseudogene	BPNT2P1
processed_pseudogene	ZNF70P1
protein_coding	PSMB9
lncRNA	HCG24
protein_coding	ATP6V1G2
lncRNA	C4A-AS1
unprocessed_pseudogene	DDX39BP1
unprocessed_pseudogene	HLA-K
protein_coding	HSPA1B
protein_coding	GTF2H4
lncRNA	MDC1-AS1
processed_pseudogene	HTATSF1P1
lncRNA	C6orf47-AS1
protein_coding	HLA-DRB1
lncRNA	
processed_pseudogene	GCSHP3
protein_coding	EEF1B2
lncRNA	HLA-DQB1-AS1
protein_coding	HLA-DQB1
processed_pseudogene	CYCSP42
processed_pseudogene	EIF4A1P1
lncRNA	
lncRNA	LINC00307
transcribed_processed_pseudogene	RPL13AP7
lncRNA	
protein_coding	KRTAP19-4
lncRNA	
protein_coding	KRTAP19-5
protein_coding	NEU1
protein_coding	
protein_coding	ACTN4
protein_coding	CCT8
protein_coding	HLA-DQB1
lncRNA	CASC20
protein_coding	
protein_coding	PSMB8
lncRNA	PLCB1-IT1
lncRNA	PSMB8-AS1
protein_coding	ADRA1D
misc_RNA	
snoRNA	snoZ196
lncRNA	HCG9
snoRNA	SNORD51
snoRNA	SNORA41
protein_coding	RSPO4
lncRNA	DDR1-DT
protein_coding	CMKLR2
transcribed_unprocessed_pseudogene	HLA-J
protein_coding	HLA-C
protein_coding	DEFB129
transcribed_processed_pseudogene	PPP1R2P1
protein_coding	PRKAR2B
processed_pseudogene	
protein_coding	CSNK2B
protein_coding	ANGPT4
protein_coding	LY6G6F
transcribed_processed_pseudogene	RPL23AP1
protein_coding	HLA-DQB2
lncRNA	
transcribed_unitary_pseudogene	
lncRNA	GPR1-AS
protein_coding	ZBTB22
misc_RNA	RN7SKP200
processed_pseudogene	HMGN1P6
protein_coding	SIRPG
misc_RNA	RN7SKP260
protein_coding	SLC44A4
protein_coding	ZDBF2
protein_coding	DDX39B
protein_coding	HBP1
lncRNA	
lncRNA	
protein_coding	LGALS7B
lncRNA	
lncRNA	
processed_pseudogene	DYNLT3P1
IG_V_gene	IGLV3-16
lncRNA	
processed_pseudogene	ACER2P1
processed_pseudogene	HNRNPA1P51
protein_coding	SHLD1
protein_coding	LGALS7
protein_coding	PRAME
snRNA	RNU6-140P
lncRNA	LINC01706
protein_coding	LGALS4
protein_coding	NCAM2
protein_coding	TMX4
processed_pseudogene	
lncRNA	
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	ANKRD20A5P
protein_coding	SLX4IP
processed_pseudogene	RANP1
lncRNA	TSBP1-AS1
protein_coding	CHGB
unprocessed_pseudogene	OR2J4P
protein_coding	MUC21
processed_pseudogene	TPMTP1
processed_pseudogene	RPS8P3
lncRNA	
lncRNA	
protein_coding	MUCL3
protein_coding	KRTAP13-3
protein_coding	INPP5D
